task_name;contract_name;category;list_type;points;time_spent_hours;date_done;month
Prep a recap before call with client;Magnalign - Video Project Bundle;Account Management;ToDos;;;2026-01-29 19:08:46.522+00;2026-01
Update Robotics Invest Website (Placeholders & Dates);Cybernetix - Creative; digital; website services;Web Development;Deliverables;10;;2026-01-29 18:44:49.044+00;2026-01
Facilitate Client Meetings - (January);Inside Tracker - Podcast services;Account Management;Deliverables;5;;2026-01-29 18:40:10.851+00;2026-01
Facilitate Client Meetings (January);NEACH - Content marketing services;Account Management;Deliverables;5;;2026-01-29 18:35:05.457+00;2026-01
Distribute episode - Pat Sullivan;Verisk - Marketing services;Podcast;Deliverables;3;;2026-01-29 18:24:37.178+00;2026-01
Develop & launch January newsletter;Hydrian - Marketing services;Content Creation;Deliverables;5;;2026-01-29 18:00:11.877+00;2026-01
Grid use case for email sequences;Bazaarvoice - Content marketing services;Content Creation;ToDos;;2.0;2026-01-29 17:43:28.298+00;2026-01
Create & send newsletter - The Restaurants’ Cash Playbook 2026;Global Shared Services - Marketing Services;Content Creation;Deliverables;8;;2026-01-29 17:43:24.383+00;2026-01
Update landing page: Microsoft Copilot Consulting;iCorps - Marketing Services;Web Development;ToDos;;0.7;2026-01-29 16:37:34.732+00;2026-01
Manage web (January);Hydrian - Marketing services;Web Development;Deliverables;5;;2026-01-29 15:31:22.672+00;2026-01
Launch website - Ideometry;Ideometry;Web Development;Deliverables;15;;2026-01-29 15:30:55.592+00;2026-01
Develop an infographic [ABM: Healthcare – Burnout Prevention];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-01-29 14:46:25.731+00;2026-01
Develop an infographic [ABM: The Multi-Generational Benefits Gap Map];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-01-29 14:46:16.037+00;2026-01
Michael's Linkedin Profile;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Design/Creative;Deliverables;5;;2026-01-29 14:16:59.132+00;2026-01
Manage guest booking services (January);Ease - Podcast Services;Podcast;Deliverables;8;;2026-01-29 14:05:06.1+00;2026-01
Facilitate Client Meetings - (January);Ease - Podcast Services;Account Management;Deliverables;10;;2026-01-29 14:05:01.62+00;2026-01
Manage web (January);Wilburn - Content marketing services;Web Development;Deliverables;5;;2026-01-29 13:57:43.781+00;2026-01
Manage web (January);Rod Miller - Content marketing services;Web Development;Deliverables;5;;2026-01-29 13:56:42.6+00;2026-01
Update website landing pages (Tier Offers);Agrippon - Marketing services;Web Development;ToDos;;1.3;2026-01-29 13:24:13.778+00;2026-01
Review Rezku export;Rezku POS - Aligned Growth Engine Launch;Tech Stack/Ops;ToDos;;;2026-01-29 04:14:11.837+00;2026-01
Develop ABM Plan Document;Gallagher & Mohan - Ongoing Marketing Services - Post AGE;ABM;Deliverables;30;;2026-01-29 04:09:29.134+00;2026-01
Develop Marketing Roadmap Document;Rezku POS - Aligned Growth Engine Launch;Strategy/Research;Deliverables;40;;2026-01-29 03:39:25.043+00;2026-01
ABM Offer: Create structure of 'Industry Benchmark';Data Assessment Solutions - Ongoing Marketing Services;ABM;ToDos;;;2026-01-29 03:38:57.861+00;2026-01
Spec out and update designs/contract/events;FoxyAI - Creative; digital; web services;Design/Creative;ToDos;;;2026-01-29 03:30:19.537+00;2026-01
Manage web (January);New North;Web Development;Deliverables;5;;2026-01-28 22:54:02.59+00;2026-01
Manage paid media (January);New North;Paid Media;Deliverables;8;;2026-01-28 22:53:56.47+00;2026-01
Tech Stack (January);Hydrian - Marketing services;Tech Stack/Ops;Deliverables;24;;2026-01-28 22:22:22.737+00;2026-01
Manage social (January);Hydrian - Marketing services;Content Creation;Deliverables;8;;2026-01-28 22:19:45.922+00;2026-01
Manage performance reporting (January);Hydrian - Marketing services;Performance/Reporting;Deliverables;5;;2026-01-28 22:13:28.174+00;2026-01
Facilitate Client Meetings (January);Hydrian - Marketing services;Account Management;Deliverables;10;;2026-01-28 22:10:26.416+00;2026-01
Review updated design: case study landing page;Rugged Robotics - Marketing services;Design/Creative;ToDos;;;2026-01-28 22:03:47.647+00;2026-01
Finalize ABM Configuration Guide;Rugged Robotics - Marketing services;ABM;ToDos;;0.8;2026-01-28 21:45:46.7+00;2026-01
Redesign Background;Encamp - Brand activation project;Design/Creative;Deliverables;;;2026-01-28 21:23:19.365+00;2026-01
Update Webpages;Encamp - Brand activation project;Web Development;Deliverables;;;2026-01-28 21:22:54.621+00;2026-01
Manage social (January);VITAL - Marketing services;Content Creation;Deliverables;8;;2026-01-28 19:40:59.11+00;2026-01
HubSpot lead scoring;Aquatic Informatics - Additional Q4 Marketing Services Support;Tech Stack/Ops;Deliverables;12;;2026-01-28 18:09:18.353+00;2026-01
Set up SFDC sync;Aquatic Informatics - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;40;;2026-01-28 18:09:00.924+00;2026-01
Develop designs [Inkjet Designs];Ricoh - Marketing services;Design/Creative;Deliverables;10;;2026-01-28 17:09:24.5+00;2026-01
Fix Header in NN Website;New North;Web Development;ToDos;;0.2;2026-01-28 15:38:10.961+00;2026-01
Develop web page - Landing page for Bazaarvoice Summit playbook;Bazaarvoice - Content marketing services;Web Development;Deliverables;0;;2026-01-28 15:16:42.944+00;2026-01
Website Hosting (January);Wilburn - Content marketing services;Web Development;Deliverables;2;;2026-01-28 09:37:14.136+00;2026-01
Facilitate Client Meetings;Tyfone - Content marketing services;Account Management;Deliverables;5;;2026-01-28 09:24:45.608+00;2026-01
NEACH - Wrestling Payments - video podcast episode [Place Holder];NEACH - Content marketing services;Podcast;Deliverables;0;;2026-01-28 08:42:49.01+00;2026-01
NEACH - Wrestling Payments - video podcast episode [Place Holder];NEACH - Content marketing services;Podcast;Deliverables;0;;2026-01-28 08:42:47.161+00;2026-01
Develop episode for a series [Place Holder];Syncro - Content marketing services;Podcast;Deliverables;0;;2026-01-28 08:41:50.647+00;2026-01
Develop episode for a series [Place Holder];Syncro - Content marketing services;Podcast;Deliverables;0;;2026-01-28 08:41:48.56+00;2026-01
Develop episode for a series [Placeholder];Tyfone - Content marketing services;Podcast;Deliverables;0;;2026-01-28 08:40:56.978+00;2026-01
Develop episode for a series [Placeholder];Tyfone - Content marketing services;Podcast;Deliverables;0;;2026-01-28 08:40:54.934+00;2026-01
Develop Episode for Podcast (Placeholder);Verisk - Marketing services;Podcast;Deliverables;0;;2026-01-28 08:39:31.031+00;2026-01
Develop Episode for Podcast (Placeholder);Verisk - Marketing services;Podcast;Deliverables;0;;2026-01-28 08:39:29.026+00;2026-01
Develop Episode for Podcast [Placeholder];VITAL - Marketing services;Podcast;Deliverables;0;;2026-01-28 08:38:57.03+00;2026-01
Develop Episode for Podcast [Placeholder];VITAL - Marketing services;Podcast;Deliverables;0;;2026-01-28 08:38:54.327+00;2026-01
InsideTracker - Longevity by Design - video podcast episode [PLACEHOLDER];Inside Tracker - Podcast services;Podcast;Deliverables;0;;2026-01-28 08:38:12.094+00;2026-01
Develop SEO blog post - Government Building Cleaning (deprioritized);Wilburn - Content marketing services;SEO/AEO;Deliverables;0;;2026-01-28 08:34:19.369+00;2026-01
Manage paid media (January);Verisk - Marketing services;Paid Media;Deliverables;8;;2026-01-28 08:23:07.497+00;2026-01
Manage web (January);VITAL - Marketing services;Web Development;Deliverables;5;;2026-01-28 06:57:18.932+00;2026-01
Hubspot elements for FDE whitepaper;ThreatMark - Marketing services;Web Development;ToDos;;;2026-01-28 05:03:24.139+00;2026-01
Develop ABM Offer Ideas;Gallagher & Mohan - Ongoing Marketing Services - Post AGE;ABM;ToDos;;;2026-01-28 01:54:44.693+00;2026-01
Facilitate Client Meetings (January);Techmode - Marketing services;Account Management;Deliverables;10;;2026-01-27 22:30:38.417+00;2026-01
Develop simple newsletter template;ThreatMark - Marketing services;Content Creation;Deliverables;5;;2026-01-27 20:38:52.088+00;2026-01
Provide feedback on new social designs;BioSafe - Marketing services;Design/Creative;ToDos;;;2026-01-27 18:29:18.229+00;2026-01
Review updated deployable EDS case study;BioSafe - Marketing services;Content Creation;ToDos;;;2026-01-27 18:29:10.978+00;2026-01
Provide ideas on tissue digester case study for ABM;BioSafe - Marketing services;ABM;ToDos;;;2026-01-27 18:29:07.409+00;2026-01
Review AI & Automation Wastewise episode;BioSafe - Marketing services;Podcast;ToDos;;;2026-01-27 18:28:19.449+00;2026-01
Review November organic social posts;BioSafe - Marketing services;Content Creation;ToDos;;;2026-01-27 18:27:06.789+00;2026-01
Facilitate Client Meetings (January);BioSafe - Marketing services;Account Management;Deliverables;10;;2026-01-27 18:25:24.47+00;2026-01
Distribute episode (How Alkaline Hydrolysis Simplifies Safe Medical Waste Disposal);BioSafe - Marketing services;Podcast;Deliverables;3;;2026-01-27 18:25:09.973+00;2026-01
Develop ebook w/ design;Global Shared Services - Marketing Services;Content Creation;Deliverables;30;;2026-01-27 17:30:07.762+00;2026-01
Set up integrations;Aquatic Informatics - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;5;;2026-01-27 17:29:53.652+00;2026-01
Website Reset - 1.27.2026;Techmode - Marketing services;Web Development;Deliverables;5;;2026-01-27 16:51:13.437+00;2026-01
Facilitate Client Meetings (January);VITAL - Marketing services;Account Management;Deliverables;2;;2026-01-27 16:11:12.828+00;2026-01
Develop social content (January);VITAL - Marketing services;Content Creation;Deliverables;20;;2026-01-27 16:11:07.213+00;2026-01
Update executive dashboard;iCorps - Marketing Services;Performance/Reporting;ToDos;;1.0;2026-01-27 16:07:39.789+00;2026-01
Develop social content (January);NEACH - Content marketing services;Content Creation;Deliverables;8;;2026-01-27 15:53:22.554+00;2026-01
Manage paid media (January);Rod Miller - Content marketing services;Paid Media;Deliverables;8;;2026-01-27 12:50:12.229+00;2026-01
Manage guest booking services (January);Syncro - Content marketing services;Podcast;Deliverables;8;;2026-01-27 12:47:49.108+00;2026-01
Facilitate Client Meetings (January);Syncro - Content marketing services;Account Management;Deliverables;2;;2026-01-27 12:42:22.315+00;2026-01
Develop Marketing Research Document;Milestone Towers - Aligned Growth Engine;Strategy/Research;Deliverables;20;;2026-01-27 03:57:44.481+00;2026-01
Migrating LinkedIn Campaign to USD;ThreatMark - Marketing services;Paid Media;ToDos;;;2026-01-27 02:20:43.584+00;2026-01
Review Annual Strategy Meeting Deck;Hydrian - Marketing services;Strategy/Research;ToDos;;;2026-01-26 22:14:43.774+00;2026-01
Develop web page - Portfolio;Ideometry;Web Development;Deliverables;12;;2026-01-26 21:52:08.828+00;2026-01
AirOps workflow development - Multi social posts 1;VITAL - Marketing services;Tech Stack/Ops;ToDos;;4.0;2026-01-26 20:26:44.322+00;2026-01
Set up paid media - Central Europe (CE) Campaign;ThreatMark - Marketing services;Paid Media;Deliverables;5;;2026-01-26 19:34:02.042+00;2026-01
Develop Social Posts - Inman Connect New York 2026;FoxyAI - Creative; digital; web services;Content Creation;Deliverables;;;2026-01-26 18:38:08.683+00;2026-01
Launch website;BioSafe - Marketing services;Web Development;Deliverables;15;;2026-01-26 17:35:45.093+00;2026-01
Develop social content (February);BioSafe - Marketing services;Content Creation;Deliverables;10;;2026-01-26 17:34:05.282+00;2026-01
Confirm MuleSoft dev completion date to enable HubSpot API updates;Ponce Bank - Creative; Digital; and Website Retainer;Tech Stack/Ops;ToDos;;;2026-01-26 17:21:15.189+00;2026-01
Update ABM contact list;Gallagher & Mohan - Ongoing Marketing Services - Post AGE;ABM;ToDos;;;2026-01-26 17:20:47.457+00;2026-01
Develop animated video - Enigma Aerospace (deprioritized);Ideometry;Video;Deliverables;0;;2026-01-26 16:41:12.296+00;2026-01
86dza3rmf - Inside Tracker - Longevity by Design - Dr. David Allison;Inside Tracker - Podcast services;Podcast;Deliverables;10;;2026-01-26 16:17:19.492+00;2026-01
Update website form: Require phone number;Agrippon - Marketing services;Web Development;ToDos;;0.5;2026-01-26 15:53:29.125+00;2026-01
Develop Review Section for the show;Ease - Podcast Services;Podcast;Deliverables;5;;2026-01-26 15:53:14.605+00;2026-01
Content Strategy & Design: Review design concepts and finalize;Ponce Bank - Website design and development;Design/Creative;Deliverables;40;;2026-01-26 13:39:41.762+00;2026-01
Develop web page - VITAL Financial Services;VITAL - Marketing services;Web Development;Deliverables;12;;2026-01-26 12:56:24.584+00;2026-01
Develop SEO blog post - Commercial janitorial services;Wilburn - Content marketing services;SEO/AEO;Deliverables;10;;2026-01-26 12:30:38.7+00;2026-01
Manage social (January);NEACH - Content marketing services;Content Creation;Deliverables;8;;2026-01-26 12:29:15.917+00;2026-01
Website updates;VITAL - Marketing services;Web Development;ToDos;;0.6;2026-01-26 12:23:47.707+00;2026-01
86dz1159k - Develop blog post- Tech Qualified - Tristan Pelligrino - Scrappy ABM;New North;Content Creation;Deliverables;8;;2026-01-26 12:07:46.258+00;2026-01
86dza3z96 - Tyfone - Digital Banking Podcast - Kosta Scholiadis;Tyfone - Content marketing services;Podcast;Deliverables;14;;2026-01-26 10:21:13.512+00;2026-01
Investigate Scope of German Localization;ThreatMark - Marketing services;Strategy/Research;ToDos;;;2026-01-25 19:31:51.906+00;2026-01
Edits to 207 Postcard;Ponce Bank - Creative; Digital; and Website Retainer;Design/Creative;Deliverables;2;;2026-01-24 04:58:32.561+00;2026-01
Update LinkedIn sequence;Agrippon - Marketing services;ABM;ToDos;;;2026-01-23 22:48:48.538+00;2026-01
Develop outreach sequence [Billing Orgs];Agrippon - Marketing services;ABM;Deliverables;5;;2026-01-23 21:20:16.954+00;2026-01
Develop outreach sequence [DSOs];Agrippon - Marketing services;ABM;Deliverables;5;;2026-01-23 21:19:51.221+00;2026-01
Generate 4 demos by EOY through marketing efforts;Sedra Solutions - Marketing services;Other;Goals;;;2026-01-23 21:00:51.635+00;2026-01
Reinforce Sedra’s market expertise through thoughtful content that aligns with ABM and paid media initiatives;Sedra Solutions - Marketing services;Content Creation;Goals;;;2026-01-23 21:00:51.635+00;2026-01
Generate 10 form fills per month;Sedra Solutions - Marketing services;Other;Goals;;;2026-01-23 21:00:51.635+00;2026-01
Create transcripts + highlights from Bazaarvoice Summit;Bazaarvoice - Content marketing services;Content Creation;ToDos;;7.0;2026-01-23 20:05:19.161+00;2026-01
Client Onboarding & Kickoff;Engage USA - Website Project;Account Management;Deliverables;10;;2026-01-23 19:35:13.007+00;2026-01
Update LinkedIn lead gen forms: Require phone numbers;Agrippon - Marketing services;Web Development;ToDos;;0.5;2026-01-23 19:08:34.234+00;2026-01
Create strategy for Lead Gen ABM & Update Audience Spreadsheet;Planon - Marketing Services;ABM;Deliverables;3;;2026-01-23 18:47:03.718+00;2026-01
Develop Video Plan Document [Product Explainer Video];Data Assessment Solutions - Ongoing Marketing Services;Video;Deliverables;20;;2026-01-23 17:57:36.6+00;2026-01
ABM Support and ideas for GSS;Global Shared Services - Marketing Services;ABM;ToDos;;;2026-01-23 17:21:36.274+00;2026-01
Update Targeting;ThreatMark - Marketing services;Paid Media;ToDos;;;2026-01-23 16:31:38.281+00;2026-01
Client review Episode Sanjiv Sanghvi;NEACH - Content marketing services;Podcast;ToDos;;;2026-01-23 14:20:27.463+00;2026-01
Client review Episode Patricia Mullin;NEACH - Content marketing services;Podcast;ToDos;;;2026-01-23 14:20:25.761+00;2026-01
Client review Episode Mickey Marshall;NEACH - Content marketing services;Podcast;ToDos;;;2026-01-23 14:20:23.958+00;2026-01
86dz99pn7 - Inside Tracker - Longevity by Design - Nathan Price;Inside Tracker - Podcast services;Podcast;Deliverables;10;;2026-01-23 11:23:57.174+00;2026-01
Podcast Analytics & Account Access;ThreatMark - Marketing services;Podcast;ToDos;;;2026-01-23 02:50:15.444+00;2026-01
Review new blog: How Alkaline Hydrolysis Simplifies Safe Medical Waste Disposal;BioSafe - Marketing services;Content Creation;ToDos;;;2026-01-22 22:03:55.55+00;2026-01
Review AI & Automation blog;BioSafe - Marketing services;Content Creation;ToDos;;;2026-01-22 22:03:53.271+00;2026-01
Update Paid Media;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;5;;2026-01-22 20:53:34.926+00;2026-01
HubSpot Audit;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;20;;2026-01-22 20:53:06.207+00;2026-01
Develop web page - FDE Whitepaper;ThreatMark - Marketing services;Web Development;Deliverables;12;;2026-01-22 20:52:40.045+00;2026-01
Conduct Alignment Meeting;Milestone Towers - Aligned Growth Engine;Account Management;Deliverables;;;2026-01-22 20:46:35.977+00;2026-01
Conduct kickoff;Acacia Advisors - Aligned Growth Engine Launch;Account Management;Deliverables;0;;2026-01-22 20:46:30.157+00;2026-01
Update staging site: USE CASE FOCUS;Rugged Robotics - Marketing services;Web Development;ToDos;;1.5;2026-01-22 15:38:58.504+00;2026-01
Pre-print final check event backdrop;VITAL - Marketing services;Design/Creative;ToDos;;;2026-01-22 13:55:12.432+00;2026-01
Lightapalooza page edits;VITAL - Marketing services;Web Development;ToDos;;0.4;2026-01-22 13:46:13.32+00;2026-01
Develop HubSpot drip campaign framework;PTO Exchange - Marketing Services;Tech Stack/Ops;ToDos;;;2026-01-21 22:06:14.631+00;2026-01
SEO Keyword Research: 2026 Topics;iCorps - Marketing Services;SEO/AEO;ToDos;;;2026-01-21 20:57:20.285+00;2026-01
Update Hubspot Workflows;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;Deliverables;2;;2026-01-21 20:35:09.101+00;2026-01
Develop designs [Admin Workshop Assets];Ricoh - Marketing services;Design/Creative;Deliverables;12;;2026-01-21 20:15:37.642+00;2026-01
Adjustments to STI Poster;BioSafe - Marketing services;Design/Creative;Deliverables;5;;2026-01-21 19:31:20.689+00;2026-01
Upload battle card to transfer folder (RPD);Ricoh - Marketing services;Other;ToDos;;0.3;2026-01-21 18:54:24.373+00;2026-01
New Landing pages;FoxyAI - Creative; digital; web services;Web Development;ToDos;;;2026-01-21 18:50:15.681+00;2026-01
Distribute episode - Pat Sullivan;Verisk - Marketing services;Podcast;Deliverables;3;;2026-01-21 17:56:10.448+00;2026-01
Develop 2 LinkedIn carousels (graphics and copy) - Episode Pat Sullivan;Verisk - Marketing services;Podcast;Deliverables;10;;2026-01-21 17:49:23.957+00;2026-01
Tech stack (January);Inside Tracker - Podcast services;Tech Stack/Ops;Deliverables;5;;2026-01-21 17:03:56.595+00;2026-01
Develop Marketing Roadmap Document;AutoBytes - 2026 Services;Strategy/Research;Deliverables;40;;2026-01-21 15:57:25.511+00;2026-01
Develop web page - Lightapalooza LP;VITAL - Marketing services;Web Development;Deliverables;12;;2026-01-21 15:24:48.144+00;2026-01
Update HubSpot automation flow (Automated Nurture - PTO Exchange Page);PTO Exchange - Marketing Services;Tech Stack/Ops;ToDos;;0.5;2026-01-21 15:03:13.916+00;2026-01
Threatmark - Behind Enemy Lines - with Nicola Harding;ThreatMark - Marketing services;Podcast;Deliverables;10;;2026-01-21 12:51:17.959+00;2026-01
Develop thought leadership blog post - What Does Purge Mean on HVAC;Rod Miller - Content marketing services;Content Creation;Deliverables;10;;2026-01-21 10:32:24.037+00;2026-01
Set up Social - VITAL Instagram Account;VITAL - Marketing services;Tech Stack/Ops;Deliverables;8;;2026-01-21 09:25:37.161+00;2026-01
Develop Marketing Research Document;Rezku POS - Aligned Growth Engine Launch;Strategy/Research;Deliverables;20;;2026-01-21 05:26:24.478+00;2026-01
Meta to HS pixel sharing;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;ToDos;;;2026-01-21 03:48:23.124+00;2026-01
1.20.26 Meeting Notes;Techmode - Marketing services;Account Management;ToDos;;;2026-01-21 03:33:15.575+00;2026-01
Re-design Battle Card [RICOH ProcessDirector];Ricoh - Marketing services;Design/Creative;Deliverables;10;;2026-01-21 00:39:28.989+00;2026-01
Final Survey Monkey Check & Schedule;Hydrian - Marketing services;Other;ToDos;;;2026-01-20 22:17:59.969+00;2026-01
Set up ABM paid media (De-Prioritized );Planon - Marketing Services;ABM;Deliverables;0;;2026-01-20 21:38:01.25+00;2026-01
Think through new ABM approach;PTO Exchange - Marketing Services;ABM;ToDos;;;2026-01-20 21:18:08.872+00;2026-01
Update developed pages: AI Assets;iCorps - Marketing Services;Web Development;ToDos;;;2026-01-20 21:17:17.781+00;2026-01
Update LinkedIn Ads based on feedback;Data Assessment Solutions - Ongoing Marketing Services;Paid Media;ToDos;;;2026-01-20 20:04:33.017+00;2026-01
Conduct Alignment Meeting;Rezku POS - Aligned Growth Engine Launch;Account Management;Deliverables;;;2026-01-20 18:58:09.053+00;2026-01
Set up HeyReach <> LinkedIn (Brad Billings);Agrippon - Marketing services;Tech Stack/Ops;ToDos;;;2026-01-20 18:56:27.973+00;2026-01
Website Updates: Onboarding and Support;Agrippon - Marketing services;Web Development;ToDos;;;2026-01-20 18:29:27.545+00;2026-01
Set up AirOps writing workflow;Bazaarvoice - Content marketing services;Tech Stack/Ops;ToDos;;;2026-01-20 16:30:46.048+00;2026-01
Review design: case study landing page;Rugged Robotics - Marketing services;Design/Creative;ToDos;;;2026-01-20 16:06:55.1+00;2026-01
Create an Executive Dashboard with key metrics;iCorps - Marketing Services;Performance/Reporting;ToDos;;;2026-01-20 15:20:37.736+00;2026-01
Update preview page based on feedback: Microsoft Copilot Consulting;iCorps - Marketing Services;Web Development;ToDos;;;2026-01-20 14:42:24.596+00;2026-01
1.16.26 meeting follow ups;Data Assessment Solutions - Ongoing Marketing Services;Account Management;ToDos;;;2026-01-20 14:18:01.905+00;2026-01
Create website plan for AI Assessment assets;iCorps - Marketing Services;Strategy/Research;ToDos;;;2026-01-20 14:05:39.442+00;2026-01
Develop 2025 Podcast Recap Blog: Guests, Key Learnings & 2026 Outlook;Ease - Podcast Services;Content Creation;Deliverables;8;;2026-01-20 13:45:54.663+00;2026-01
Gather results from ABM campaigns;iCorps - Marketing Services;Performance/Reporting;ToDos;;3.2;2026-01-20 13:18:02.561+00;2026-01
86dz6y9vu - Tyfone - Digital Banking Podcast - Derrick Aguilar;Tyfone - Content marketing services;Podcast;Deliverables;14;;2026-01-20 07:54:54.15+00;2026-01
Set up paid media;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;6;;2026-01-20 04:21:37.379+00;2026-01
Develop dynamic email sequence - DACH;Data Assessment Solutions - Ongoing Marketing Services;Content Creation;Deliverables;8;;2026-01-19 20:55:51.619+00;2026-01
Develop Marketing Research Document;AutoBytes - 2026 Services;Strategy/Research;Deliverables;20;;2026-01-19 19:35:44.566+00;2026-01
Install Dealfront in the website;Ideometry;Tech Stack/Ops;Deliverables;;0.5;2026-01-19 18:34:57.212+00;2026-01
Install Dealfront in the website;New North;Tech Stack/Ops;Deliverables;;0.3;2026-01-19 18:30:34.808+00;2026-01
Update All Assets to old branding font;Ponce Bank - Creative; Digital; and Website Retainer;Design/Creative;Deliverables;45;;2026-01-19 18:08:32.688+00;2026-01
Prep a short decision logic doc (identifiers, matching rules, Lead vs Contact);Ponce Bank - Creative; Digital; and Website Retainer;Strategy/Research;Deliverables;;;2026-01-19 18:07:49.641+00;2026-01
Shut Down Meta Campaign;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;1;;2026-01-19 16:41:12.076+00;2026-01
Distribute Episode - Moustafa Moursy;VITAL - Marketing services;Podcast;Deliverables;0;;2026-01-19 08:40:23.222+00;2026-01
Expand audience: LinkedIn Ad Campaign;Agrippon - Marketing services;Paid Media;ToDos;;1.8;2026-01-16 20:56:03.349+00;2026-01
BioSAFE - WasteWise - Sustainable Approaches & Alkaline Hydrolysis Episode;BioSafe - Marketing services;Podcast;Deliverables;13;;2026-01-16 20:51:14.273+00;2026-01
Update Lead-Input landing page header;Aquatic Informatics - Ongoing Marketing Services;Web Development;Deliverables;;;2026-01-16 20:42:33.208+00;2026-01
Develop video ad creative package;Powerhouse Gym - Creative; digital; website services;Video;Deliverables;15;;2026-01-16 20:29:07.581+00;2026-01
Troubleshoot zoom automation workflow on hubspot;Aquatic Informatics - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;;;2026-01-16 20:27:52.947+00;2026-01
Databox Initial Dashboard Build & Client Review;Aquatic Informatics - Additional Q4 Marketing Services Support;Performance/Reporting;Deliverables;5;;2026-01-16 19:59:34.155+00;2026-01
Conduct Market research;Powerhouse Gym - Creative; digital; website services;Strategy/Research;Deliverables;2;;2026-01-16 19:28:31.109+00;2026-01
Website updates;Rod Miller - Content marketing services;Web Development;ToDos;;;2026-01-16 15:43:00.508+00;2026-01
Create social posts - Lightapalooza 2026;VITAL - Marketing services;Content Creation;Deliverables;0;;2026-01-16 14:55:37+00;2026-01
Source Stock Photography: Industry Pages;Encamp - Brand activation project;Design/Creative;ToDos;;;2026-01-16 14:53:32.593+00;2026-01
Zero Fox Episodes;AJ Nash - Podcast services;Podcast;ToDos;;;2026-01-16 14:17:35.977+00;2026-01
Optimize Existing SEO Article - Instagram Analytics Guide;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-01-16 14:04:20.175+00;2026-01
Optimize Existing SEO Article - Influencer Rate Cards;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-01-16 14:04:10.654+00;2026-01
Optimize Existing SEO Article - How to Collaborate on Instagram;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-01-16 14:04:05.966+00;2026-01
Optimize Existing SEO Article - Digital Touchpoints on the Customer Journey;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-01-16 14:03:56.214+00;2026-01
Optimize Existing SEO Article - How to Launch a Product Online;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-01-16 14:03:51.662+00;2026-01
Optimize Existing SEO Article - E-commerce Checkout Optimization;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-01-16 14:03:42.531+00;2026-01
Review Axel's emails;Data Assessment Solutions - Ongoing Marketing Services;Content Creation;ToDos;;;2026-01-16 13:50:51.18+00;2026-01
Update AirOps guidelines;Data Assessment Solutions - Ongoing Marketing Services;Tech Stack/Ops;ToDos;;1.0;2026-01-16 12:33:30.698+00;2026-01
Hyperlink/ref stats in a refreshed blog;Bazaarvoice - Content marketing services;Content Creation;ToDos;;;2026-01-16 10:53:25.612+00;2026-01
Create newsletter;Aquatic Informatics - Ongoing Marketing Services;Content Creation;Deliverables;8;;2026-01-15 20:43:16.847+00;2026-01
Develop social content (Main Page - January);Sedra Solutions - Marketing services;Content Creation;Deliverables;8;;2026-01-15 19:43:56.561+00;2026-01
Develop Hubspot Campaign;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;Deliverables;11;;2026-01-15 19:40:23.856+00;2026-01
Conduct kickoff;Milestone Towers - Aligned Growth Engine;Account Management;Deliverables;0;;2026-01-15 17:37:02.196+00;2026-01
Update emails per axel's feedback;Data Assessment Solutions - Ongoing Marketing Services;Content Creation;ToDos;;;2026-01-15 16:55:11.658+00;2026-01
Develop thought leadership blog post - How Restaurant Operations Can Regain Control of Cash Flow (Without Adding Headcount);Global Shared Services - Marketing Services;Content Creation;2026-01-15 16:33:23.363+00;Deliverables;;2025-12-11 00:21:25.291+00;2025-12
;;Other;;;;;
Develop thought leadership blog post - Risk Analysis: The Cost of CFO Turnover;Global Shared Services - Marketing Services;Content Creation;Deliverables;12;;2026-01-15 16:32:55.627+00;2026-01
Change meta image on website (bing issue);Ponce Bank - Website design and development;Web Development;Deliverables;;;2026-01-15 15:32:57.126+00;2026-01
Update Lead Source Data in HubSpot;ThreatMark - Marketing services;Tech Stack/Ops;Deliverables;;0.7;2026-01-15 15:02:51.898+00;2026-01
URL Export from Live WordPress;Encamp - Brand activation project;Web Development;Deliverables;;;2026-01-15 14:20:41.625+00;2026-01
Tell shane about gifted points;Agrippon - Marketing services;Other;ToDos;;;2026-01-15 13:37:04.486+00;2026-01
