task_name;contract_name;category;list_type;points;time_spent_hours;date_done;month
Manage performance reporting (January);Sedra Solutions - Marketing services;Performance/Reporting;Deliverables;5;;2026-01-31 23:04:03.034+00;2026-01
Manage web (January);Sedra Solutions - Marketing services;Web Development;Deliverables;5;;2026-01-31 23:02:37.43+00;2026-01
Tech Stack (January);Sedra Solutions - Marketing services;Tech Stack/Ops;Deliverables;20;;2026-01-31 23:01:36.75+00;2026-01
Manage ABM (January);Sedra Solutions - Marketing services;ABM;Deliverables;10;;2026-01-31 22:58:14.458+00;2026-01
Facilitate Client Meetings (January);Sedra Solutions - Marketing services;Account Management;Deliverables;10;;2026-01-31 22:56:39.433+00;2026-01
Manage performance reporting (January);Planon - Marketing Services;Performance/Reporting;Deliverables;5;;2026-01-31 22:55:09.698+00;2026-01
Facilitate Client Meetings (January);Planon - Marketing Services;Account Management;Deliverables;10;;2026-01-31 22:55:04.328+00;2026-01
Tech Stack (January);Planon - Marketing Services;Tech Stack/Ops;Deliverables;19;;2026-01-31 22:55:02.33+00;2026-01
Manage SEO [January];iCorps - Marketing Services;SEO/AEO;Deliverables;5;;2026-01-31 19:20:53.873+00;2026-01
Create speaking highlight video - Josh's NACUMA AI Presentation ;Tyfone - Content marketing services;Video;Deliverables;0;;2026-01-31 07:12:23.443+00;2026-01
The Marketing Rapport - Compilation Episode (Deprioritized);Verisk - Marketing services;Podcast;Deliverables;5;;2026-01-31 05:52:01.941+00;2026-01
Draft AIO Content Plan;FoxyAI - Creative; digital; web services;Strategy/Research;Deliverables;10.5;;2026-01-31 00:12:20.004+00;2026-01
January Blog;FoxyAI - Creative; digital; web services;Content Creation;Deliverables;7;;2026-01-31 00:10:57.18+00;2026-01
Develop backend automation for ABM marketing survey ;Ideometry;ABM;Deliverables;12;;2026-01-30 23:20:25.557+00;2026-01
Develop web page - Marketing Assessment (ABM);Ideometry;Web Development;Deliverables;12;;2026-01-30 23:18:27.328+00;2026-01
Manage web - January;FoxyAI - Creative; digital; web services;Web Development;Deliverables;5;;2026-01-30 20:09:45.095+00;2026-01
Tech stack (January);Agrippon - Marketing services;Tech Stack/Ops;Deliverables;14;;2026-01-30 18:28:56.607+00;2026-01
Manage paid media (January);BioSafe - Marketing services;Paid Media;Deliverables;8;;2026-01-30 17:44:15.583+00;2026-01
Tech Stack (January);BioSafe - Marketing services;Tech Stack/Ops;Deliverables;22;;2026-01-30 17:44:04.68+00;2026-01
Manage SEO (January);BioSafe - Marketing services;SEO/AEO;Deliverables;5;;2026-01-30 17:43:46.649+00;2026-01
Manage performance reporting (January);BioSafe - Marketing services;Performance/Reporting;Deliverables;5;;2026-01-30 17:43:24.411+00;2026-01
Manage web (January);BioSafe - Marketing services;Web Development;Deliverables;5;;2026-01-30 17:43:14.151+00;2026-01
Develop web page - SMB;Techmode - Marketing services;Web Development;Deliverables;12;;2026-01-30 17:38:41.109+00;2026-01
Tech stack - January;Aquatic Informatics - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;6;;2026-01-30 17:29:50.769+00;2026-01
Facilitate Client Meetings - January;Aquatic Informatics - Ongoing Marketing Services;Account Management;Deliverables;10;;2026-01-30 17:29:08.082+00;2026-01
Manage SEO (January);Global Shared Services - Marketing Services;SEO/AEO;Deliverables;5;;2026-01-30 17:26:37.352+00;2026-01
Facilitate Client Meetings - January;Ponce Bank - Creative; Digital; and Website Retainer;Account Management;Deliverables;10;;2026-01-30 17:25:33.555+00;2026-01
Develop refreshed outreach sequence for ABM ;Sedra Solutions - Marketing services;ABM;Deliverables;8;;2026-01-30 17:13:05.898+00;2026-01
Facilitate Client Meetings (January);Global Shared Services - Marketing Services;Account Management;Deliverables;10;;2026-01-30 17:05:15.13+00;2026-01
Manage ABM (January);Global Shared Services - Marketing Services;ABM;Deliverables;10;;2026-01-30 17:05:12.515+00;2026-01
Manage web - January;WeFixFreight - Marketing services;Web Development;Deliverables;5;;2026-01-30 16:41:32.358+00;2026-01
Facilitate Client Meetings - January;PTO Exchange - Marketing Services;Account Management;Deliverables;10;;2026-01-30 16:40:42.804+00;2026-01
Manage ABM - January;PTO Exchange - Marketing Services;ABM;Deliverables;10;;2026-01-30 16:40:39.984+00;2026-01
Manage paid media - January;PTO Exchange - Marketing Services;Paid Media;Deliverables;8;;2026-01-30 16:40:37.412+00;2026-01
Tech stack - January;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;21;;2026-01-30 16:40:26.265+00;2026-01
Tech stack - January;WeFixFreight - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-01-30 16:40:21.697+00;2026-01
Manage paid media - January;WeFixFreight - Marketing services;Paid Media;Deliverables;8;;2026-01-30 16:40:18.732+00;2026-01
Facilitate Client Meetings - January;WeFixFreight - Marketing services;Account Management;Deliverables;5;;2026-01-30 16:40:16.517+00;2026-01
Manage paid media;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;4;;2026-01-30 16:40:04.87+00;2026-01
Facilitate Client Meetings - January;Powerhouse Gym - Creative; digital; website services;Account Management;Deliverables;2;;2026-01-30 16:39:53.125+00;2026-01
Manage performance reporting (January);WeFixFreight - Marketing services;Performance/Reporting;Deliverables;5;;2026-01-30 16:39:45.621+00;2026-01
Tech stack (January);Global Shared Services - Marketing Services;Tech Stack/Ops;Deliverables;15;;2026-01-30 14:37:25.199+00;2026-01
Manage web (January);Global Shared Services - Marketing Services;Web Development;Deliverables;5;;2026-01-30 14:36:05.8+00;2026-01
Build & Integration: Develop data model and custom fields;Ponce Bank - Creative; Digital; and Website Retainer;Tech Stack/Ops;Deliverables;21;;2026-01-30 14:35:32.115+00;2026-01
Manage paid media (January);Hydrian - Marketing services;Paid Media;Deliverables;8;;2026-01-30 14:35:01.923+00;2026-01
86dzevp7q - VITAL - The Flywheel Effect - Ronald Beckner;VITAL - Marketing services;Podcast;Deliverables;10;;2026-01-30 14:24:07.698+00;2026-01
Facilitate Client Meetings (January);Verisk - Marketing services;Account Management;Deliverables;10;;2026-01-30 14:16:50.27+00;2026-01
Manage web (January);Techmode - Marketing services;Web Development;Deliverables;5;;2026-01-30 13:52:34.637+00;2026-01
Facilitate Client Meetings - January;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Account Management;Deliverables;10;;2026-01-30 13:51:15.417+00;2026-01
Update Accounting Careers Board (January);Numeric - Podcast services;Web Development;Deliverables;6;;2026-01-30 13:50:59.617+00;2026-01
Tech stack [January];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Tech Stack/Ops;Deliverables;7;;2026-01-30 03:36:32.084+00;2026-01
Facilitate Client Meetings [January];Data Assessment Solutions - Ongoing Marketing Services;Account Management;Deliverables;10;;2026-01-30 03:11:25.173+00;2026-01
Manage ABM [January];Data Assessment Solutions - Ongoing Marketing Services;ABM;Deliverables;10;;2026-01-30 03:11:18.956+00;2026-01
Tech stack [January];Data Assessment Solutions - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;16;;2026-01-30 03:11:13.877+00;2026-01
Manage performance reporting (January);Agrippon - Marketing services;Performance/Reporting;Deliverables;5;;2026-01-30 03:10:47.203+00;2026-01
Manage paid media (January);Agrippon - Marketing services;Paid Media;Deliverables;8;;2026-01-30 03:10:40.861+00;2026-01
Facilitate Client Meetings (January);Agrippon - Marketing services;Account Management;Deliverables;10;;2026-01-30 03:10:34.325+00;2026-01
Manage ABM (January);Agrippon - Marketing services;ABM;Deliverables;10;;2026-01-30 03:10:26.688+00;2026-01
Manage paid media [January];Rugged Robotics - Marketing services;Paid Media;Deliverables;8;;2026-01-30 03:09:54.575+00;2026-01
Manage web [January];Rugged Robotics - Marketing services;Web Development;Deliverables;5;;2026-01-30 03:09:46.459+00;2026-01
Tech stack [January];Rugged Robotics - Marketing services;Tech Stack/Ops;Deliverables;10;;2026-01-30 03:09:37.942+00;2026-01
Facilitate Client Meetings [January];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Account Management;Deliverables;10;;2026-01-30 03:09:23.618+00;2026-01
Manage web [January];Ricoh - Marketing services;Web Development;Deliverables;5;;2026-01-30 03:09:01.027+00;2026-01
Facilitate Client Meetings [January];Ricoh - Marketing services;Account Management;Deliverables;10;;2026-01-30 03:08:46.563+00;2026-01
Tech stack [January];Ricoh - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-01-30 03:08:40.839+00;2026-01
Manage ABM [January];iCorps - Marketing Services;ABM;Deliverables;10;;2026-01-30 03:08:35.534+00;2026-01
Manage paid media [January];iCorps - Marketing Services;Paid Media;Deliverables;8;;2026-01-30 03:08:25.54+00;2026-01
Facilitate Client Meetings [January];iCorps - Marketing Services;Account Management;Deliverables;10;;2026-01-30 03:08:13.31+00;2026-01
Manage performance reporting [January];iCorps - Marketing Services;Performance/Reporting;Deliverables;5;;2026-01-30 03:08:07.749+00;2026-01
Manage web [January];iCorps - Marketing Services;Web Development;Deliverables;5;;2026-01-30 03:08:01.205+00;2026-01
Tech stack [January];iCorps - Marketing Services;Tech Stack/Ops;Deliverables;16;;2026-01-30 03:07:50.862+00;2026-01
Facilitate Client Meetings [January];Rugged Robotics - Marketing services;Account Management;Deliverables;10;;2026-01-30 03:07:37.073+00;2026-01
Manage performance reporting [January];Rugged Robotics - Marketing services;Performance/Reporting;Deliverables;5;;2026-01-30 03:07:23.695+00;2026-01
Manage ABM [January];Rugged Robotics - Marketing services;ABM;Deliverables;10;;2026-01-30 03:07:12.986+00;2026-01
Tech Stack (January);Numeric - Podcast services;Tech Stack/Ops;Deliverables;6;;2026-01-29 22:43:58.532+00;2026-01
Resolve All Feedback and QA;Encamp - Brand activation project;Web Development;Deliverables;;;2026-01-29 22:42:41.782+00;2026-01
Facilitate Bi-Weekly Meetings;Numeric - Podcast services;Account Management;Deliverables;5;;2026-01-29 22:33:25.129+00;2026-01
Manage SEO (January);Numeric - Podcast services;SEO/AEO;Deliverables;5;;2026-01-29 22:32:35.438+00;2026-01
Develop web page - 404 Page;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-29 21:41:30.22+00;2026-01
Update Robotics Invest Website (Placeholders & Dates);Cybernetix - Creative; digital; website services;Web Development;Deliverables;10;;2026-01-29 18:44:49.044+00;2026-01
Facilitate Client Meetings - (January);Inside Tracker - Podcast services;Account Management;Deliverables;5;;2026-01-29 18:40:10.851+00;2026-01
Facilitate Client Meetings (January);NEACH - Content marketing services;Account Management;Deliverables;5;;2026-01-29 18:35:05.457+00;2026-01
Distribute episode - Pat Sullivan;Verisk - Marketing services;Podcast;Deliverables;3;;2026-01-29 18:24:37.178+00;2026-01
Develop & launch January newsletter;Hydrian - Marketing services;Content Creation;Deliverables;5;;2026-01-29 18:00:11.877+00;2026-01
Create & send newsletter - The Restaurants’ Cash Playbook 2026;Global Shared Services - Marketing Services;Content Creation;Deliverables;8;;2026-01-29 17:43:24.383+00;2026-01
Manage web (January);Hydrian - Marketing services;Web Development;Deliverables;5;;2026-01-29 15:31:22.672+00;2026-01
Launch website - Ideometry;Ideometry;Web Development;Deliverables;15;;2026-01-29 15:30:55.592+00;2026-01
Develop an infographic [ABM: Healthcare – Burnout Prevention];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-01-29 14:46:25.731+00;2026-01
Develop an infographic [ABM: The Multi-Generational Benefits Gap Map];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-01-29 14:46:16.037+00;2026-01
Michael's Linkedin Profile;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Design/Creative;Deliverables;5;;2026-01-29 14:16:59.132+00;2026-01
Manage guest booking services (January);Ease - Podcast Services;Podcast;Deliverables;8;;2026-01-29 14:05:06.1+00;2026-01
Facilitate Client Meetings - (January);Ease - Podcast Services;Account Management;Deliverables;10;;2026-01-29 14:05:01.62+00;2026-01
Manage web (January);Wilburn - Content marketing services;Web Development;Deliverables;5;;2026-01-29 13:57:43.781+00;2026-01
Manage web (January);Rod Miller - Content marketing services;Web Development;Deliverables;5;;2026-01-29 13:56:42.6+00;2026-01
Develop ABM Plan Document;Gallagher & Mohan - Ongoing Marketing Services - Post AGE;ABM;Deliverables;30;;2026-01-29 04:09:29.134+00;2026-01
Develop Marketing Roadmap Document;Rezku POS - Aligned Growth Engine Launch;Strategy/Research;Deliverables;40;;2026-01-29 03:39:25.043+00;2026-01
Manage web (January);New North;Web Development;Deliverables;5;;2026-01-28 22:54:02.59+00;2026-01
Manage paid media (January);New North;Paid Media;Deliverables;8;;2026-01-28 22:53:56.47+00;2026-01
Tech Stack (January);Hydrian - Marketing services;Tech Stack/Ops;Deliverables;24;;2026-01-28 22:22:22.737+00;2026-01
Manage social (January);Hydrian - Marketing services;Content Creation;Deliverables;8;;2026-01-28 22:19:45.922+00;2026-01
Manage performance reporting (January);Hydrian - Marketing services;Performance/Reporting;Deliverables;5;;2026-01-28 22:13:28.174+00;2026-01
Facilitate Client Meetings (January);Hydrian - Marketing services;Account Management;Deliverables;10;;2026-01-28 22:10:26.416+00;2026-01
Redesign Background;Encamp - Brand activation project;Design/Creative;Deliverables;;;2026-01-28 21:23:19.365+00;2026-01
Update Webpages;Encamp - Brand activation project;Web Development;Deliverables;;;2026-01-28 21:22:54.621+00;2026-01
Manage social (January);VITAL - Marketing services;Content Creation;Deliverables;8;;2026-01-28 19:40:59.11+00;2026-01
HubSpot lead scoring;Aquatic Informatics - Additional Q4 Marketing Services Support;Tech Stack/Ops;Deliverables;12;;2026-01-28 18:09:18.353+00;2026-01
Set up SFDC sync;Aquatic Informatics - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;40;;2026-01-28 18:09:00.924+00;2026-01
Develop designs [Inkjet Designs];Ricoh - Marketing services;Design/Creative;Deliverables;10;;2026-01-28 17:09:24.5+00;2026-01
Develop web page - Landing page for Bazaarvoice Summit playbook;Bazaarvoice - Content marketing services;Web Development;Deliverables;0;;2026-01-28 15:16:42.944+00;2026-01
Website Hosting (January);Wilburn - Content marketing services;Web Development;Deliverables;2;;2026-01-28 09:37:14.136+00;2026-01
Facilitate Client Meetings;Tyfone - Content marketing services;Account Management;Deliverables;5;;2026-01-28 09:24:45.608+00;2026-01
NEACH - Wrestling Payments - video podcast episode [Place Holder];NEACH - Content marketing services;Podcast;Deliverables;0;;2026-01-28 08:42:49.01+00;2026-01
NEACH - Wrestling Payments - video podcast episode [Place Holder];NEACH - Content marketing services;Podcast;Deliverables;0;;2026-01-28 08:42:47.161+00;2026-01
Develop episode for a series [Place Holder];Syncro - Content marketing services;Podcast;Deliverables;0;;2026-01-28 08:41:50.647+00;2026-01
Develop episode for a series [Place Holder];Syncro - Content marketing services;Podcast;Deliverables;0;;2026-01-28 08:41:48.56+00;2026-01
Develop episode for a series [Placeholder];Tyfone - Content marketing services;Podcast;Deliverables;0;;2026-01-28 08:40:56.978+00;2026-01
Develop episode for a series [Placeholder];Tyfone - Content marketing services;Podcast;Deliverables;0;;2026-01-28 08:40:54.934+00;2026-01
Develop Episode for Podcast (Placeholder);Verisk - Marketing services;Podcast;Deliverables;0;;2026-01-28 08:39:31.031+00;2026-01
Develop Episode for Podcast (Placeholder);Verisk - Marketing services;Podcast;Deliverables;0;;2026-01-28 08:39:29.026+00;2026-01
Develop Episode for Podcast [Placeholder];VITAL - Marketing services;Podcast;Deliverables;0;;2026-01-28 08:38:57.03+00;2026-01
Develop Episode for Podcast [Placeholder];VITAL - Marketing services;Podcast;Deliverables;0;;2026-01-28 08:38:54.327+00;2026-01
InsideTracker - Longevity by Design - video podcast episode [PLACEHOLDER];Inside Tracker - Podcast services;Podcast;Deliverables;0;;2026-01-28 08:38:12.094+00;2026-01
Develop SEO blog post - Government Building Cleaning (deprioritized);Wilburn - Content marketing services;SEO/AEO;Deliverables;0;;2026-01-28 08:34:19.369+00;2026-01
Manage paid media (January);Verisk - Marketing services;Paid Media;Deliverables;8;;2026-01-28 08:23:07.497+00;2026-01
Manage web (January);VITAL - Marketing services;Web Development;Deliverables;5;;2026-01-28 06:57:18.932+00;2026-01
Facilitate Client Meetings (January);Techmode - Marketing services;Account Management;Deliverables;10;;2026-01-27 22:30:38.417+00;2026-01
Develop simple newsletter template;ThreatMark - Marketing services;Content Creation;Deliverables;5;;2026-01-27 20:38:52.088+00;2026-01
Facilitate Client Meetings (January);BioSafe - Marketing services;Account Management;Deliverables;10;;2026-01-27 18:25:24.47+00;2026-01
Distribute episode (How Alkaline Hydrolysis Simplifies Safe Medical Waste Disposal);BioSafe - Marketing services;Podcast;Deliverables;3;;2026-01-27 18:25:09.973+00;2026-01
Develop ebook w/ design;Global Shared Services - Marketing Services;Content Creation;Deliverables;30;;2026-01-27 17:30:07.762+00;2026-01
Set up integrations;Aquatic Informatics - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;5;;2026-01-27 17:29:53.652+00;2026-01
Website Reset - 1.27.2026;Techmode - Marketing services;Web Development;Deliverables;5;;2026-01-27 16:51:13.437+00;2026-01
Facilitate Client Meetings (January);VITAL - Marketing services;Account Management;Deliverables;2;;2026-01-27 16:11:12.828+00;2026-01
Develop social content (January);VITAL - Marketing services;Content Creation;Deliverables;20;;2026-01-27 16:11:07.213+00;2026-01
Develop social content (January);NEACH - Content marketing services;Content Creation;Deliverables;8;;2026-01-27 15:53:22.554+00;2026-01
Manage paid media (January);Rod Miller - Content marketing services;Paid Media;Deliverables;8;;2026-01-27 12:50:12.229+00;2026-01
Manage guest booking services (January);Syncro - Content marketing services;Podcast;Deliverables;8;;2026-01-27 12:47:49.108+00;2026-01
Facilitate Client Meetings (January);Syncro - Content marketing services;Account Management;Deliverables;2;;2026-01-27 12:42:22.315+00;2026-01
Develop Marketing Research Document;Milestone Towers - Aligned Growth Engine;Strategy/Research;Deliverables;20;;2026-01-27 03:57:44.481+00;2026-01
Develop web page - Portfolio;Ideometry;Web Development;Deliverables;12;;2026-01-26 21:52:08.828+00;2026-01
Set up paid media - Central Europe (CE) Campaign;ThreatMark - Marketing services;Paid Media;Deliverables;5;;2026-01-26 19:34:02.042+00;2026-01
Develop Social Posts - Inman Connect New York 2026;FoxyAI - Creative; digital; web services;Content Creation;Deliverables;;;2026-01-26 18:38:08.683+00;2026-01
Launch website;BioSafe - Marketing services;Web Development;Deliverables;15;;2026-01-26 17:35:45.093+00;2026-01
Develop social content (February);BioSafe - Marketing services;Content Creation;Deliverables;10;;2026-01-26 17:34:05.282+00;2026-01
Develop animated video - Enigma Aerospace (deprioritized);Ideometry;Video;Deliverables;0;;2026-01-26 16:41:12.296+00;2026-01
86dza3rmf - Inside Tracker - Longevity by Design - Dr. David Allison;Inside Tracker - Podcast services;Podcast;Deliverables;10;;2026-01-26 16:17:19.492+00;2026-01
Develop Review Section for the show;Ease - Podcast Services;Podcast;Deliverables;5;;2026-01-26 15:53:14.605+00;2026-01
Content Strategy & Design: Review design concepts and finalize;Ponce Bank - Website design and development;Design/Creative;Deliverables;40;;2026-01-26 13:39:41.762+00;2026-01
Develop web page - VITAL Financial Services;VITAL - Marketing services;Web Development;Deliverables;12;;2026-01-26 12:56:24.584+00;2026-01
Develop SEO blog post - Commercial janitorial services;Wilburn - Content marketing services;SEO/AEO;Deliverables;10;;2026-01-26 12:30:38.7+00;2026-01
Manage social (January);NEACH - Content marketing services;Content Creation;Deliverables;8;;2026-01-26 12:29:15.917+00;2026-01
86dz1159k - Develop blog post- Tech Qualified - Tristan Pelligrino - Scrappy ABM;New North;Content Creation;Deliverables;8;;2026-01-26 12:07:46.258+00;2026-01
86dza3z96 - Tyfone - Digital Banking Podcast - Kosta Scholiadis;Tyfone - Content marketing services;Podcast;Deliverables;14;;2026-01-26 10:21:13.512+00;2026-01
Edits to 207 Postcard;Ponce Bank - Creative; Digital; and Website Retainer;Design/Creative;Deliverables;2;;2026-01-24 04:58:32.561+00;2026-01
Develop outreach sequence [Billing Orgs];Agrippon - Marketing services;ABM;Deliverables;5;;2026-01-23 21:20:16.954+00;2026-01
Develop outreach sequence [DSOs];Agrippon - Marketing services;ABM;Deliverables;5;;2026-01-23 21:19:51.221+00;2026-01
Client Onboarding & Kickoff;Engage USA - Website Project;Account Management;Deliverables;10;;2026-01-23 19:35:13.007+00;2026-01
Create strategy for Lead Gen ABM & Update Audience Spreadsheet;Planon - Marketing Services;ABM;Deliverables;3;;2026-01-23 18:47:03.718+00;2026-01
Develop Video Plan Document [Product Explainer Video];Data Assessment Solutions - Ongoing Marketing Services;Video;Deliverables;20;;2026-01-23 17:57:36.6+00;2026-01
86dz99pn7 - Inside Tracker - Longevity by Design - Nathan Price;Inside Tracker - Podcast services;Podcast;Deliverables;10;;2026-01-23 11:23:57.174+00;2026-01
Update Paid Media;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;5;;2026-01-22 20:53:34.926+00;2026-01
HubSpot Audit;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;20;;2026-01-22 20:53:06.207+00;2026-01
Develop web page - FDE Whitepaper;ThreatMark - Marketing services;Web Development;Deliverables;12;;2026-01-22 20:52:40.045+00;2026-01
Conduct Alignment Meeting;Milestone Towers - Aligned Growth Engine;Account Management;Deliverables;;;2026-01-22 20:46:35.977+00;2026-01
Conduct kickoff;Acacia Advisors - Aligned Growth Engine Launch;Account Management;Deliverables;0;;2026-01-22 20:46:30.157+00;2026-01
Update Hubspot Workflows;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;Deliverables;2;;2026-01-21 20:35:09.101+00;2026-01
Develop designs [Admin Workshop Assets];Ricoh - Marketing services;Design/Creative;Deliverables;12;;2026-01-21 20:15:37.642+00;2026-01
Adjustments to STI Poster;BioSafe - Marketing services;Design/Creative;Deliverables;5;;2026-01-21 19:31:20.689+00;2026-01
Distribute episode - Pat Sullivan;Verisk - Marketing services;Podcast;Deliverables;3;;2026-01-21 17:56:10.448+00;2026-01
Develop 2 LinkedIn carousels (graphics and copy) - Episode Pat Sullivan;Verisk - Marketing services;Podcast;Deliverables;10;;2026-01-21 17:49:23.957+00;2026-01
Tech stack (January);Inside Tracker - Podcast services;Tech Stack/Ops;Deliverables;5;;2026-01-21 17:03:56.595+00;2026-01
Develop Marketing Roadmap Document;AutoBytes - 2026 Services;Strategy/Research;Deliverables;40;;2026-01-21 15:57:25.511+00;2026-01
Develop web page - Lightapalooza LP;VITAL - Marketing services;Web Development;Deliverables;12;;2026-01-21 15:24:48.144+00;2026-01
Threatmark - Behind Enemy Lines - with Nicola Harding;ThreatMark - Marketing services;Podcast;Deliverables;10;;2026-01-21 12:51:17.959+00;2026-01
Develop thought leadership blog post - What Does Purge Mean on HVAC;Rod Miller - Content marketing services;Content Creation;Deliverables;10;;2026-01-21 10:32:24.037+00;2026-01
Set up Social - VITAL Instagram Account;VITAL - Marketing services;Tech Stack/Ops;Deliverables;8;;2026-01-21 09:25:37.161+00;2026-01
Develop Marketing Research Document;Rezku POS - Aligned Growth Engine Launch;Strategy/Research;Deliverables;20;;2026-01-21 05:26:24.478+00;2026-01
Re-design Battle Card [RICOH ProcessDirector];Ricoh - Marketing services;Design/Creative;Deliverables;10;;2026-01-21 00:39:28.989+00;2026-01
Set up ABM paid media (De-Prioritized );Planon - Marketing Services;ABM;Deliverables;0;;2026-01-20 21:38:01.25+00;2026-01
Conduct Alignment Meeting;Rezku POS - Aligned Growth Engine Launch;Account Management;Deliverables;;;2026-01-20 18:58:09.053+00;2026-01
Develop 2025 Podcast Recap Blog: Guests, Key Learnings & 2026 Outlook;Ease - Podcast Services;Content Creation;Deliverables;8;;2026-01-20 13:45:54.663+00;2026-01
86dz6y9vu - Tyfone - Digital Banking Podcast - Derrick Aguilar;Tyfone - Content marketing services;Podcast;Deliverables;14;;2026-01-20 07:54:54.15+00;2026-01
Set up paid media;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;6;;2026-01-20 04:21:37.379+00;2026-01
Develop dynamic email sequence - DACH;Data Assessment Solutions - Ongoing Marketing Services;Content Creation;Deliverables;8;;2026-01-19 20:55:51.619+00;2026-01
Develop Marketing Research Document;AutoBytes - 2026 Services;Strategy/Research;Deliverables;20;;2026-01-19 19:35:44.566+00;2026-01
Install Dealfront in the website;Ideometry;Tech Stack/Ops;Deliverables;;0.5;2026-01-19 18:34:57.212+00;2026-01
Install Dealfront in the website;New North;Tech Stack/Ops;Deliverables;;0.3;2026-01-19 18:30:34.808+00;2026-01
Update All Assets to old branding font;Ponce Bank - Creative; Digital; and Website Retainer;Design/Creative;Deliverables;45;;2026-01-19 18:08:32.688+00;2026-01
Prep a short decision logic doc (identifiers, matching rules, Lead vs Contact);Ponce Bank - Creative; Digital; and Website Retainer;Strategy/Research;Deliverables;;;2026-01-19 18:07:49.641+00;2026-01
Shut Down Meta Campaign;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;1;;2026-01-19 16:41:12.076+00;2026-01
Distribute Episode - Moustafa Moursy;VITAL - Marketing services;Podcast;Deliverables;0;;2026-01-19 08:40:23.222+00;2026-01
BioSAFE - WasteWise - Sustainable Approaches & Alkaline Hydrolysis Episode;BioSafe - Marketing services;Podcast;Deliverables;13;;2026-01-16 20:51:14.273+00;2026-01
Update Lead-Input landing page header;Aquatic Informatics - Ongoing Marketing Services;Web Development;Deliverables;;;2026-01-16 20:42:33.208+00;2026-01
Develop video ad creative package;Powerhouse Gym - Creative; digital; website services;Video;Deliverables;15;;2026-01-16 20:29:07.581+00;2026-01
Troubleshoot zoom automation workflow on hubspot;Aquatic Informatics - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;;;2026-01-16 20:27:52.947+00;2026-01
Databox Initial Dashboard Build & Client Review;Aquatic Informatics - Additional Q4 Marketing Services Support;Performance/Reporting;Deliverables;5;;2026-01-16 19:59:34.155+00;2026-01
Conduct Market research;Powerhouse Gym - Creative; digital; website services;Strategy/Research;Deliverables;2;;2026-01-16 19:28:31.109+00;2026-01
Create social posts - Lightapalooza 2026;VITAL - Marketing services;Content Creation;Deliverables;0;;2026-01-16 14:55:37+00;2026-01
Optimize Existing SEO Article - Instagram Analytics Guide;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-01-16 14:04:20.175+00;2026-01
Optimize Existing SEO Article - Influencer Rate Cards;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-01-16 14:04:10.654+00;2026-01
Optimize Existing SEO Article - How to Collaborate on Instagram;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-01-16 14:04:05.966+00;2026-01
Optimize Existing SEO Article - Digital Touchpoints on the Customer Journey;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-01-16 14:03:56.214+00;2026-01
Optimize Existing SEO Article - How to Launch a Product Online;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-01-16 14:03:51.662+00;2026-01
Optimize Existing SEO Article - E-commerce Checkout Optimization;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-01-16 14:03:42.531+00;2026-01
Create newsletter;Aquatic Informatics - Ongoing Marketing Services;Content Creation;Deliverables;8;;2026-01-15 20:43:16.847+00;2026-01
Develop social content (Main Page - January);Sedra Solutions - Marketing services;Content Creation;Deliverables;8;;2026-01-15 19:43:56.561+00;2026-01
Develop Hubspot Campaign;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;Deliverables;11;;2026-01-15 19:40:23.856+00;2026-01
Conduct kickoff;Milestone Towers - Aligned Growth Engine;Account Management;Deliverables;0;;2026-01-15 17:37:02.196+00;2026-01
Develop thought leadership blog post - How Restaurant Operations Can Regain Control of Cash Flow (Without Adding Headcount);Global Shared Services - Marketing Services;Content Creation;2026-01-15 16:33:23.363+00;Deliverables;;2025-12-11 00:21:25.291+00;2025-12
