Date Added,Notes / Updates,Status,Client,Contract ID,Type,Title
1/7/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/V3n8SCAOdTRa
 Update Themes: all themes are up-tpdate - https://prnt.sc/V3n8SCAOdTRa
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/qD6yEnmPRPO0
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-growwithvital-com/pit2ulz9kj?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/NwXGTpuDufRX
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Form looks weird in footer - https://prnt.sc/vPz4RP2IAk-J
 - Blog cards not the same height - https://prnt.sc/iVock5J7fis4
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Vital,MID20251778,web,Weekly Web Maintenance
1/8/2026,Sample Notes,Published,Vital,MID20251778,web,Weekly Web Maintenance
1/14/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/2psAc6o3vOpS
 ( Done updating Custom Post Type UI, Elementor, Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/2psAc6o3vOpS
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/nQyVL8wz6dHB
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-growwithvital-com/9s0r8s2obf?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site -https://prnt.sc/QPia6ttJp2QS
 Manual UX Pass: upon checking all the pages, all buttons and forms are working
 Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Vital,MID20251778,web,Weekly Web Maintenance
1/16/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/AYELYaxF27Z_
 ( done updating , Widgets for Google Reviews )
 Update Themes: all themes are up-tpdate - https://prnt.sc/AYELYaxF27Z_
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/pRyexjDM7Slo
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-growwithvital-com/722zp0gdd7?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/LvXUo4t71V7_
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Blog cards not the same height - https://prnt.sc/1oLnkuIZda8o
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Vital,MID20251778,web,Weekly Web Maintenance
1/20/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/XXIJgFZ27zrO( Done updating Elementor, Elementor Pro,Gravity Forms HubSpot Add-On,Image Optimizer - Compress, Resize and Optimize Images,Redirection,UpdraftPlus - Backup/Restore,Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/XXIJgFZ27zrO
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File AccessReview Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/-u17YimllKEH
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 PerformanceRun Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-growwithvital-com/6jbdpb4qlr?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 Link & UX ChecksRun Broken Link Checker: Removed internal broken links from the site -https://prnt.sc/eK88o-yQ57pe
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Everything looks fineResponsive Review: Everything looks fine in mobile version
 
 Backup & ReportingVerify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Vital,MID20251778,web,Weekly Web Maintenance
1/27/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/4fTkqsflSVm1
 ( done updating the Elementor,Elementor Pro,Image Optimizer - Compress, Resize and Optimize Images,Widgets for Google Reviews )
 Update Themes: all themes are up-tpdate - https://prnt.sc/4fTkqsflSVm1
 ( done updating Hello Elementor )
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/cBj2eBeOWbUu
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-growwithvital-com/jl4g3q9ejk?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/RS3JcAGSPHTn
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Blog cards not the same height - https://prnt.sc/1oLnkuIZda8o
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Vital,MID20251778,web,Weekly Web Maintenance
1/28/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/BuLq1bDtr0c5
 Update Themes: all themes are up-tpdate - https://prnt.sc/BuLq1bDtr0c5
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/4hYni3Aw7nHV
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-growwithvital-com/ghdx3738ij?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/Jb6Rq8MAH1CH
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Blog cards not the same height - https://prnt.sc/1oLnkuIZda8o
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Vital,MID20251778,web,Weekly Web Maintenance
2/2/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/-rT8eaL-spXs
 ( Done updating Elementor,Elementor Pro )
 Update Themes: all themes are up-tpdate - https://prnt.sc/-rT8eaL-spXs
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/AjplZudMO1HC
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-growwithvital-com/ejeof6hbxw?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/Kj_BcncLQlW3
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Blog cards not the same height - https://prnt.sc/1oLnkuIZda8oResponsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Vital,MID20251778,web,Weekly Web Maintenance
2/9/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/jNVIubJD-W7d
 ( Done updating Elementor,Elementor Pro,Image Optimizer - Compress, Resize and Optimize Images,Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/jNVIubJD-W7d
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/a0WVdv8B9x7w
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-growwithvital-com/gremh490t2?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/v2cSPolEOdgR
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Vital,MID20251778,web,Weekly Web Maintenance
2/12/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/z6xZ2CV3Zbg0
 ( Done updating Elementor,Elementor Pro )
 Update Themes: all themes are up-tpdate - https://prnt.sc/z6xZ2CV3Zbg0
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/lD3bY6DVSNBq
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-growwithvital-com/0yfoxqt2i0?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/zs0OXhX75teJ
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Vital,MID20251778,web,Weekly Web Maintenance
2/16/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/bVRi1F4jNYep
 ( Done updating Redirection )
 Update Themes: all themes are up-tpdate - https://prnt.sc/bVRi1F4jNYep
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/5cXRpG8XlFWy
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-growwithvital-com/np1yzmi5p9?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/OFhSt9AC5Lyq
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Vital,MID20251778,web,Weekly Web Maintenance
2/23/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/eP2ZWN2Q_oS5
 ( Done updating Elementor,Gravity Forms HubSpot Add-On,Image Optimizer - Compress, Resize and Optimize Images,Redirection,Speed Optimizer,Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/eP2ZWN2Q_oS5
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/2osJGuqVevLF
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-growwithvital-com/xyydwxezs2?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/MP48EXkQ5vZ3
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Vital,MID20251778,web,Weekly Web Maintenance
2/24/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/vWeKRwosOZgZ
 Update Themes: all themes are up-tpdate - https://prnt.sc/vWeKRwosOZgZ_
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/AFiWRBPfyLy9
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-growwithvital-com/nwohq1ok37?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/pBnq9I7TsEa-
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Vital,MID20251778,web,Weekly Web Maintenance
1/7/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/qq2kFMEI0kBP Update Themes: all themes are up-tpdate - https://prnt.sc/2BKj6bbe4Krq Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/bsfkApZdTvN5 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-wefixfreight-com/kvk08bas7k?form_factor=desktop Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/MqHTHgajuI69 Manual UX Pass: upon checking all the pages, all buttons and forms are working
 Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,WEFIXFREIGHT,MID20256524,web,Weekly Web Maintenance
1/14/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/eLSn9kLhsfw9
 ( Done updating Elementor, WPS Hide Login, Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/eLSn9kLhsfw9
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/1vhPTNRcaqiQ
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-wefixfreight-com/rprr444dl3?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site -https://prnt.sc/WEepKdw-tts8
 Manual UX Pass: upon checking all the pages, all buttons and forms are working
 All bottons on the homepage its not hovering
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,WEFIXFREIGHT,MID20256524,web,Weekly Web Maintenance
1/20/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/eLSn9kLhsfw9( Done updating Elementor, WPS Hide Login, Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/eLSn9kLhsfw9
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File AccessReview Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/1vhPTNRcaqiQ
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 PerformanceRun Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-wefixfreight-com/rprr444dl3?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 Link & UX ChecksRun Broken Link Checker: Removed internal broken links from the site -https://prnt.sc/WEepKdw-tts8
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 All bottons on the homepage its not hoveringResponsive Review: Everything looks fine in mobile version
 
 Backup & ReportingVerify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,WEFIXFREIGHT,MID20256524,web,Weekly Web Maintenance
1/27/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/EhrFpAazJgBQ
 ( done updating the Elementor,Elementor Pro )
 Update Themes: all themes are up-tpdate - https://prnt.sc/EhrFpAazJgBQ
 ( done updating Hello Elementor )
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/iQxTTnB5fGnt
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-wefixfreight-com/vr7oekp9jq?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/bIDh89f4a8ZB
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,WEFIXFREIGHT,MID20256524,web,Weekly Web Maintenance
2/3/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/QWJxhznpsGTy
 ( Done updating Content Views,Elementor,Elementor Pro )
 Update Themes: all themes are up-tpdate - https://prnt.sc/QWJxhznpsGTy
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/2JZbG0xisyhU
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-wefixfreight-com/9oou2789lh?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/7TY-BIsfHNBk
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,WEFIXFREIGHT,MID20256524,web,Weekly Web Maintenance
2/10/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/Go46HoMQmcTA
 ( Done updating Elementor,Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/Go46HoMQmcTA
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/wbEgs5q8JfUt
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-wefixfreight-com/lvshlv4vxc?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/LYkS4F4aYltu
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,WEFIXFREIGHT,MID20256524,web,Weekly Web Maintenance
2/17/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/lw3LS45jY3qf
 ( Done updating Elementor,Elementor Pro )
 Update Themes: all themes are up-tpdate - https://prnt.sc/lw3LS45jY3qf
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/GgpGuvXj8O5o
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-wefixfreight-com/8s8waywwrg?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/nf1hKcEYvpmZ
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,WEFIXFREIGHT,MID20256524,web,Weekly Web Maintenance
2/24/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/dXSuXf5DSK2v
 ( Done updating Elementor,Gravity Forms HubSpot Add-On,Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/dXSuXf5DSK2v
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/SXwoyzM3YBet
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-wefixfreight-com/1d12578x0r?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/cXpi3Kt9VV0-
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,WEFIXFREIGHT,MID20256524,web,Weekly Web Maintenance
